"","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"background",128.583333333333,-23.25,24.8372802734375,14.0494375228882,45.2878952026367,616.659729003906,39.7410011291504,8.7185001373291,31.0225009918213,31.5555000305176,18.5157508850098,31.5555000305176,16.5047092437744,357,72,5,70.1623458862305,179,24,179,29
"background",25.25,-23.0833333333333,21.582332611084,16.2622089385986,57.9499626159668,428.696807861328,33.1160011291504,5.05350017547607,28.0625,25.5797500610352,15.7190418243408,25.6709175109863,15.7190418243408,355,75,0,89.8326416015625,195,3,180,3
"background",72.9166666666667,45.25,7.13353157043457,12.5877294540405,25.323091506958,1348.05920410156,33.1202507019043,-16.588249206543,49.7084999084473,7.4732084274292,21.2054176330566,23.4322509765625,-9.6850414276123,176,20,4,29.7319183349609,56,25,37,48
"background",67.4166666666667,67.5833333333333,-6.33377075195312,7.43154144287109,17.8431587219238,1192.46899414062,16.5172500610352,-25.1319999694824,41.6492500305176,8.72058296203613,-18.5249996185303,9.02262496948242,-19.597957611084,405,61,18,39.4975280761719,156,61,153,68
"background",32.0833333333333,30.75,21.164155960083,12.0957298278809,46.3362464904785,537.56201171875,34.0345001220703,7.93025016784668,26.1042499542236,16.0058746337891,27.251916885376,27.251916885376,14.2664585113525,47,11,0,75.8333587646484,25,0,0,25
"background",38.75,9.25,14.5022602081299,13.5815210342407,74.0631790161133,115.149459838867,23.6280002593994,5.29024982452393,18.3377494812012,13.690333366394,13.5405836105347,16.1394996643066,13.4764165878296,1103,278,7,99.8347244262695,683,33,211,53
"background",117.916666666667,26.0833333333333,17.4668655395508,8.62931251525879,32.9158935546875,630.898864746094,30.394250869751,4.17799997329712,26.216251373291,20.4837913513184,10.8615417480469,24.8424587249756,9.39766693115234,1590,270,38,58.7573471069336,724,145,556,183
"background",-59.0833333333333,8.08333333333334,26.7174243927002,7.04242420196533,79.3987121582031,49.9334983825684,31.4969692230225,22.6272735595703,8.86969566345215,26.59494972229,26.4308090209961,27.3707065582275,26.1303043365479,1845,269,79,39.2965240478516,695,280,369,313
"background",150.583333333333,-25.4166666666667,19.6006240844727,13.2244997024536,50.6070175170898,484.119079589844,31.6527500152588,5.52099990844727,26.1317501068115,25.005916595459,13.0873746871948,25.005916595459,13.0873746871948,648,91,27,45.2258720397949,264,86,264,86
"background",1.41666666666666,25.4166666666667,27.5687294006348,15.5934171676636,41.1351699829102,827.943969726562,46.1297492980957,8.22200012207031,37.9077491760254,33.5639991760254,35.563793182373,37.4866256713867,17.0791244506836,12,2,0,30.1511344909668,4,1,3,3
"background",-70.5833333333333,-29.5833333333333,5.97612524032593,11.3953332901001,61.1854629516602,285.73046875,15.6665000915527,-2.95775008201599,18.6242504119873,2.60254168510437,8.8010835647583,9.6118745803833,2.60254168510437,80,20,1,81.2346725463867,47,5,7,47
"background",138.583333333333,53.9166666666667,-2.76968240737915,11.1196594238281,23.9061450958252,1336.22082519531,19.4226512908936,-27.0911598205566,46.5138092041016,8.00405216217041,-17.7800178527832,12.7365560531616,-19.9079189300537,573,79,18,45.8857803344727,225,65,196,72
"background",-61.25,-28.75,20.0382289886475,13.0037908554077,49.7900466918945,468.978637695312,32.9737510681152,6.85650014877319,26.1172504425049,25.0724582672119,14.2782497406006,25.7617092132568,14.2782497406006,927,143,19,57.6720161437988,382,66,359,66
"background",-4.91666666666669,15.25,29.0213012695312,15.621187210083,55.677604675293,349.303527832031,42.2750015258789,14.2185001373291,28.0565013885498,29.8918743133545,24.9536666870117,32.975040435791,24.0804996490479,303,103,0,141.360122680664,247,0,47,0
"background",21.75,51.75,7.86704158782959,8.25170803070068,27.8809242248535,799.348999023438,23.7329998016357,-5.86325025558472,29.5962505340576,17.6047916412354,-0.997333347797394,17.6047916412354,-2.05050015449524,512,70,23,37.6086730957031,197,75,197,81
"background",64.0833333333333,67.4166666666667,-5.8086667060852,8.60262489318848,19.752197265625,1196.10986328125,18.2509994506836,-25.3017501831055,43.5527496337891,8.95599937438965,-14.5637502670288,9.77112483978271,-19.5086250305176,580,68,32,24.4519577026367,193,104,187,125
"background",94.75,-68.75,-43.6269378662109,8.35408401489258,26.0189018249512,923.921752929688,-23.347749710083,-55.4555015563965,32.1077499389648,-51.154167175293,-30.632999420166,-30.5404167175293,-51.154167175293,97,24,0,80.6903381347656,51,7,7,51
"background",-82.0833333333333,47.5833333333333,1.8050000667572,12.3185005187988,26.5942001342773,1210.15002441406,23.976749420166,-22.3435001373291,46.3202514648438,14.776291847229,-12.5433330535889,15.8537912368774,-13.9383745193481,773,88,40,27.542610168457,253,130,252,131
"background",-69.75,45.5833333333333,3.82536458969116,11.8834791183472,28.1232490539551,1090.66247558594,24.1860008239746,-18.0690002441406,42.2550010681152,16.7887916564941,-9.34366703033447,16.7887916564941,-10.0359163284302,1021,102,58,17.1479034423828,301,192,301,211
"background",-123.583333333333,72.25,-13.623927116394,6.74064588546753,14.9852066040039,1442.67346191406,11.0389995574951,-33.943000793457,44.9820022583008,3.53579163551331,-29.3810005187988,5.10500001907349,-29.3810005187988,141,28,4,61.4960327148438,69,15,56,15
"background",-68.0833333333333,-8.58333333333333,24.9561157226562,11.366229057312,77.9777297973633,73.3443832397461,31.5627498626709,16.986499786377,14.5762500762939,25.3454170227051,23.8720417022705,25.5563335418701,23.8720417022705,2096,292,33,57.94482421875,853,127,682,127
"background",17.25,-4.41666666666666,25.37668800354,9.89416694641113,78.5453872680664,62.874454498291,31.2502498626709,18.6534996032715,12.5967502593994,25.4125423431396,24.4853324890137,26.0451240539551,24.4853324890137,1513,210,8,56.3653335571289,572,56,513,56
"background",96.9166666666666,39.75,3.8792290687561,15.2140417098999,34.4569625854492,1084.33947753906,25.136999130249,-19.0167503356934,44.1537475585938,16.7622489929199,-8.51125049591064,16.7622489929199,-9.95425033569336,114,29,1,92.2027130126953,72,4,72,4
"background",-23.5833333333333,72.9166666666667,-10.7951431274414,5.73924493789673,20.5128707885742,831.76513671875,5.26749992370605,-22.7112503051758,27.9787502288818,-18.5113544464111,-14.6619272232056,0.558645904064178,-19.1429176330566,450,56,18,29.9137306213379,141,66,118,129
"background",66.0833333333333,62.5833333333333,-2.33303117752075,8.63043785095215,18.8733177185059,1294.19470214844,21.6399993896484,-24.088249206543,45.7282485961914,13.8759994506836,-15.3779163360596,13.8759994506836,-18.4470825195312,600,88,23,42.0956726074219,234,79,234,92
"background",-50.5833333333333,69.9166666666667,-4.02031517028809,6.38881683349609,21.3034152984619,799.004638671875,10.8943004608154,-19.0953369140625,29.9896373748779,5.16830730438232,-12.728497505188,6.23575115203857,-13.4719343185425,193,25,10,28.1792964935303,67,33,57,35
"background",-67.0833333333333,50.75,-1.47540628910065,9.91677093505859,22.6682014465332,1188.25146484375,18.9925003051758,-24.7549991607666,43.7474975585938,11.688458442688,-9.83287525177002,12.7009582519531,-16.8943748474121,1108,124,62,21.2246799468994,340,201,337,230
"background",-98.9166666666667,-74.75,-15.6696348190308,6.17764568328857,26.3523330688477,622.059692382812,-2.63074994087219,-26.0732498168945,23.4424991607666,-17.0809993743896,-7.43875026702881,-7.02570819854736,-22.1124153137207,804,110,3,49.3070907592773,302,62,70,239
"background",76.4166666666666,16.75,26.6446876525879,12.2490835189819,53.0406837463379,286.332000732422,38.75,15.65625,23.09375,25.9443340301514,26.0959587097168,30.6594161987305,23.3695411682129,709,169,1,98.8180465698242,420,11,70,28
"background",59.25,48.25,5.78988552093506,11.7537708282471,23.121072769165,1464.92834472656,32.0665016174316,-18.769250869751,50.8357543945312,15.6638336181641,21.0611667633057,23.1805839538574,-12.361083984375,200,20,13,12.6185760498047,56,44,50,48
"background",-109.083333333333,61.0833333333333,-6.19472885131836,9.90170860290527,18.6326351165771,1587.72668457031,20.1397495269775,-33.0019989013672,53.1417465209961,10.9250831604004,-23.8217086791992,13.0047912597656,-25.8706245422363,357,56,14,47.797435760498,149,47,148,50
"background",116.25,55.75,-7.4676251411438,15.8917083740234,25.2010326385498,1772.04382324219,23.3122501373291,-39.747501373291,63.0597534179688,13.5634164810181,-25.4787082672119,13.5634164810181,-29.9802513122559,412,103,3,104.172012329102,266,10,266,11
"background",-78.75,58.75,-4.83529424667358,4.85588216781616,14.6677331924438,1030.47436523438,10.2058820724487,-22.8999996185303,33.1058807373047,4.52941179275513,-18.4754905700684,6.79509782791138,-18.4754905700684,413,67,11,56.4636344909668,179,36,175,36
"background",34.5833333333333,-9.25,16.0598430633545,11.6703128814697,64.5508651733398,183.358901977539,24.6359996795654,6.55674982070923,18.0792503356934,17.3339176177979,13.4054584503174,17.8522911071777,13.4054584503174,1105,243,1,104.442993164062,642,4,497,4
"background",55.75,20.75,28.5926876068115,14.3781251907349,47.1963272094727,584.816467285156,43.2877502441406,12.8232498168945,30.4645004272461,25.63112449646,33.984790802002,35.183708190918,20.8799991607666,101,25,0,91.9626541137695,62,3,5,48
"background",26.0833333333333,-30.25,15.3699684143066,16.6405620574951,51.7354011535645,547.311584472656,30.5179996490479,-1.64674997329712,32.1647491455078,20.88112449646,8.18045806884766,21.5717506408691,8.18045806884766,453,80,10,60.632682800293,212,38,189,38
"background",101.75,20.25,21.1186771392822,10.6917705535889,53.995433807373,288.620971679688,29.3880004882812,9.58675003051758,19.8012504577637,23.6300010681152,17.238582611084,23.7554168701172,17.0579586029053,1477,353,7,92.9639663696289,838,46,670,51
"background",9.08333333333331,24.25,24.0478439331055,14.0875625610352,41.371036529541,747.241027832031,39.5880012512207,5.53625011444092,34.0517501831055,16.0058746337891,31.2095832824707,32.1789588928223,14.1151256561279,21,3,1,35.1020851135254,7,3,5,5
"background",27.4166666666667,52.9166666666667,6.36602067947388,8.41849994659424,27.6533184051514,857.8310546875,22.7100009918213,-7.73299980163574,30.443000793457,16.7185840606689,-3.16433334350586,16.7185840606689,-4.20291662216187,604,82,33,31.1393013000488,220,104,220,111
"background",41.0833333333333,28.4166666666667,21.9701766967773,15.7991876602173,41.3064155578613,861.482788085938,40.892749786377,2.64400005340576,38.2487487792969,12.3893327713013,31.7274169921875,31.7274169921875,10.9601669311523,114,24,0,83.3735198974609,55,0,0,39
"background",99.4166666666666,33.0833333333333,-3.09790635108948,13.5554790496826,37.8398895263672,789.256469726562,12.6997499465942,-23.1235008239746,35.8232498168945,6.07970809936523,-12.1372499465942,6.07970809936523,-13.2239999771118,609,123,4,90.7263641357422,340,16,340,18
"background",31.4166666666667,16.25,28.5025215148926,15.671875,54.8456687927246,453.515045166016,41.2714996337891,12.6969995498657,28.5745010375977,31.7009582519531,23.3985824584961,32.8108329772949,21.9869155883789,89,47,0,175.676452636719,85,0,30,0
"background",-23.75,72.25,-8.03866672515869,6.3163332939148,20.8908004760742,890.968872070312,8.17899990081787,-22.0559997558594,30.2350006103516,-1.15016663074493,-5.14699983596802,3.53983330726624,-17.5289993286133,340,39,15,28.829532623291,107,49,84,95
"background",83.5833333333333,69.25,-9.80967712402344,7.95168733596802,15.622483253479,1534.69165039062,18.3657493591309,-32.5332489013672,50.898998260498,1.89170825481415,-21.2991256713867,10.1712913513184,-26.8835830688477,444,57,24,28.8275032043457,153,75,142,94
"background",135.25,45.75,0.977916657924652,14.4555416107178,25.2734718322754,1552.65905761719,26.8192501068115,-30.3772506713867,57.1965026855469,17.3582916259766,-19.5719585418701,18.8076667785645,-19.5719585418701,751,137,12,69.7360992431641,365,46,359,46
"background",27.25,13.9166666666667,26.2078647613525,15.776270866394,57.6654968261719,352.332672119141,38.5302505493164,11.1719999313354,27.3582496643066,27.8510417938232,22.7089996337891,29.8318328857422,21.0944995880127,218,89,0,159.64990234375,192,0,23,0
"background",-36.25,67.9166666666667,-19.9302711486816,7.14954137802124,26.403507232666,750.437561035156,-5.36850023269653,-32.4464988708496,27.0779991149902,-27.0907096862793,-16.5326671600342,-9.55866622924805,-27.2522087097168,1292,162,67,29.0724811553955,444,220,285,415
"background",-78.25,1.58333333333334,25.0939483642578,8.33302116394043,90.2354888916016,25.2023105621338,29.9074993133545,20.6727504730225,9.23474884033203,25.2962913513184,24.9144592285156,25.4467926025391,24.8618755340576,4482,586,271,24.2341575622559,1497,874,1185,960
"background",73.4166666666667,23.4166666666667,26.8394889831543,13.5311880111694,45.0281639099121,461.095642089844,41.2664985656738,11.2159996032715,30.0504989624023,28.0982513427734,26.8305416107178,32.5132064819336,20.6480407714844,803,312,1,157.695999145508,698,4,80,4
"background",147.416666666667,65.5833333333333,-14.6635313034058,12.255687713623,20.1533203125,1933.95141601562,19.0157508850098,-41.796501159668,60.8122520446777,9.91845893859863,-27.0321674346924,9.91845893859863,-36.4500007629395,265,60,7,77.5055847167969,150,25,150,35
"background",48.0833333333333,16.25,27.0074272155762,10.5578956604004,40.1501960754395,555.834167480469,39.0592498779297,12.7632503509521,26.2959995269775,25.1074161529541,22.6586666107178,33.3381652832031,19.9293746948242,93,23,0,84.2824096679688,51,4,26,13
"background",-111.25,24.4166666666667,22.290678024292,15.9810209274292,61.032958984375,408.340667724609,35.291748046875,9.10750007629395,26.1842479705811,26.9195003509521,22.2912502288818,27.6795425415039,17.5717926025391,122,35,0,96.211051940918,71,0,70,34
"background",-54.5833333333333,-30.25,19.4265098571777,10.9457712173462,49.8129386901855,419.937438964844,30.9397506713867,8.96599960327148,21.9737510681152,15.2213335037231,23.7875003814697,24.5103759765625,14.3344163894653,1586,150,119,6.53738927841187,413,371,384,399
"background",168.916666666667,64.9166666666667,-11.0852184295654,10.2094373703003,19.1428146362305,1673.75854492188,19.0527496337891,-34.2802505493164,53.3330001831055,8.02516651153564,-14.1895837783813,10.6456661224365,-29.2868328094482,361,58,16,43.5200080871582,145,49,142,70
"background",17.4166666666667,4.58333333333334,24.0941677093506,11.1346664428711,70.569709777832,82.1606521606445,32.3057518005371,16.5275001525879,15.7782516479492,23.5561676025391,24.1529998779297,25.2975845336914,23.3675003051758,1530,237,19,61.0319023132324,663,82,251,639
"background",-65.0833333333333,8.58333333333334,27.0906143188477,10.6329374313354,81.2465362548828,54.4687042236328,33.8325004577637,20.7452507019043,13.0872497558594,26.7840843200684,26.9813747406006,27.8610000610352,26.5636253356934,1157,203,6,82.2478942871094,598,22,151,105
"background",-70.9166666666667,-30.75,13.5787706375122,10.8829584121704,55.7993087768555,330.672790527344,23.7280006408691,4.22424983978271,19.5037498474121,9.62420845031738,17.4426250457764,17.7300834655762,9.62420845031738,135,46,0,122.628196716309,102,0,0,102
"background",-56.4166666666667,-9.08333333333333,26.5663642883301,10.6163959503174,67.4228134155273,53.4784240722656,35.1035003662109,19.3575000762939,15.746000289917,25.9195823669434,26.9428749084473,27.2387504577637,25.9195823669434,2135,338,8,69.642204284668,949,49,308,949
"background",8.25,5.25,26.3424892425537,7.78093719482422,75.5706024169922,90.8627090454102,32.1549987792969,21.8587493896484,10.2962493896484,25.1225833892822,26.7670822143555,27.4827499389648,25.1225833892822,2416,367,19,65.3454437255859,1059,98,363,1059
"background",-100.416666666667,66.9166666666667,-13.1999378204346,7.94425058364868,15.0293483734131,1642.39953613281,15.875,-36.9832496643066,52.8582496643066,6.60612487792969,-31.4549598693848,7.83474969863892,-31.5867919921875,169,33,4,69.8472518920898,88,13,78,13
"background",43.5833333333333,-74.75,-48.8262176513672,14.6476860046387,34.6947441101074,1091.51940917969,-23.7672500610352,-65.9860000610352,42.21875,-57.7660827636719,-33.4405403137207,-33.4405403137207,-57.8287506103516,95,44,0,142.779754638672,66,0,0,61
"background",157.75,70.9166666666667,-14.8365421295166,6.86574983596802,14.7862787246704,1570.52734375,10.5152502059937,-35.9179992675781,46.4332504272461,3.69995832443237,-27.7071666717529,4.90508317947388,-32.0213317871094,158,27,6,53.1511001586914,72,20,71,23
"background",128.083333333333,-17.5833333333333,27.1639060974121,13.9466457366943,54.3173027038574,401.726959228516,38.4782485961914,12.8020000457764,25.676248550415,29.9458332061768,23.5891246795654,31.2051239013672,21.5577507019043,598,165,2,114.642311096191,407,10,292,11
"background",103.75,-2.08333333333333,26.7063655853271,7.80831146240234,90.447265625,36.1882438659668,31.2084999084473,22.5755004882812,8.63299942016602,26.2898330688477,26.8739585876465,27.1483345031738,26.2195415496826,2587,318,103,34.1570358276367,889,354,577,858
"background",147.083333333333,-68.4166666666667,-11.8602104187012,3.96559834480286,20.9620952606201,561.024597167969,-0.256776571273804,-19.1747245788574,18.917947769165,-14.3109283447266,-4.28876686096191,-3.85250306129456,-16.6058597564697,236,38,7,45.0301818847656,85,29,31,62
"background",139.916666666667,-68.75,-26.7164688110352,7.09552097320557,27.2854804992676,664.97119140625,-11.4090003967285,-37.4137496948242,26.0047492980957,-30.675708770752,-17.4206657409668,-17.4206657409668,-33.1231231689453,149,38,0,82.3537826538086,64,8,8,30
"background",36.0833333333333,15.4166666666667,29.5426559448242,16.4165630340576,62.5059432983398,272.675628662109,42.0665016174316,15.8024997711182,26.2640018463135,29.8327922821045,26.6496238708496,32.7788772583008,25.7399997711182,271,95,0,144.412689208984,223,0,38,0
"background",29.9166666666667,25.75,21.7492179870605,15.9673128128052,46.6348686218262,703.9931640625,37.7277488708496,3.48874998092651,34.2389984130859,13.9262504577637,26.3168334960938,29.5621242523193,12.4029579162598,3,1,0,36.1813621520996,2,0,1,1
"background",147.416666666667,-75.75,-34.6696243286133,6.8771243095398,24.1796817779541,811.768615722656,-17.1774997711182,-45.6192474365234,28.4417476654053,-40.8547897338867,-34.8333740234375,-23.19700050354,-41.4333343505859,62,29,0,134.761154174805,35,4,5,6
"background",0.583333333333314,-73.5833333333333,-27.0206356048584,8.66327095031738,31.5967330932617,764.205383300781,-10.777250289917,-38.195499420166,27.418249130249,-34.0764579772949,-16.8152503967285,-16.6227073669434,-34.0764579772949,107,26,0,95.3226928710938,55,1,1,55
"background",128.083333333333,46.4166666666667,2.19209384918213,11.9738130569458,22.803243637085,1498.39538574219,25.7810001373291,-26.72825050354,52.5092506408691,19.5525417327881,-17.4327087402344,19.5525417327881,-17.4327087402344,595,160,4,106.456100463867,388,15,388,15
"background",132.083333333333,45.0833333333333,4.11462497711182,10.6639585494995,22.1039886474609,1368.55883789062,26.1774997711182,-22.0669994354248,48.244499206543,19.1903743743896,-13.7983331680298,19.9887504577637,-13.7983331680298,565,112,7,78.2969665527344,292,28,290,28
"background",89.4166666666666,38.5833333333333,-0.727427124977112,15.0435628890991,36.0568809509277,1012.66296386719,19.6035003662109,-22.1182498931885,41.7217483520508,11.4156665802002,-10.9039583206177,11.4156665802002,-13.4141664505005,88,27,0,114.682167053223,67,2,67,2
"background",123.916666666667,-72.9166666666667,-34.589469909668,8.27647876739502,26.455738067627,874.664367675781,-15.2112503051758,-46.4954986572266,31.2842483520508,-41.329833984375,-22.636791229248,-22.1630420684814,-42.3987922668457,58,27,0,130.726531982422,36,2,2,10
"background",-126.75,-75.25,-21.7263336181641,7.53583288192749,28.5197067260742,676.533447265625,-7.39774990081787,-33.8209991455078,26.4232482910156,-22.6555004119873,-13.119291305542,-12.3628330230713,-29.1764583587646,559,76,3,49.0778121948242,209,48,52,186
"background",81.4166666666666,-71.4166666666667,-38.073657989502,7.97764539718628,27.5868873596191,820.725402832031,-20.4394989013672,-49.3577499389648,28.9182510375977,-44.8010025024414,-26.7062911987305,-26.484748840332,-44.9431686401367,85,37,0,131.184768676758,60,0,3,59
"background",37.9166666666667,2.25,21.7641353607178,9.56039619445801,71.3182907104492,102.344413757324,28.66575050354,15.2604999542236,13.4052505493164,22.5776252746582,20.4606666564941,23.052375793457,20.4606666564941,455,128,3,101.859527587891,220,11,201,11
"background",80.0833333333333,14.0833333333333,28.8940811157227,9.41759300231934,50.6633071899414,289.645050048828,38.6939926147461,20.1054058074951,18.588586807251,26.4337348937988,26.5244235992432,32.2453956604004,25.1784286499023,1068,273,2,104.648414611816,655,18,106,398
"background",125.75,-71.75,-33.0865631103516,8.154541015625,27.306734085083,820.672119140625,-14.7427501678467,-44.6054992675781,29.8627490997314,-39.2744979858398,-21.861083984375,-21.4307079315186,-40.5089569091797,70,28,0,117.543403625488,40,2,3,13
"background",54.25,67.25,-3.68809390068054,7.39327096939087,18.7394390106201,1111.724609375,17.5165004730225,-21.9365005493164,39.4530029296875,9.65887546539307,-12.0249166488647,10.5439586639404,-16.7410831451416,483,63,24,30.8404140472412,171,77,159,94
